Texto	Classificador
Superou as expectativas em todos os aspectos.	1
Não recebi o produto nem tenho notícias do mesmo.	0
Adorei desde o primeiro clique até o último. Fui notificada de todas as fases. Mega rápido	1
recebi os dois de cor errados, já enviei de volta há uma semana, e não tive mais notícias.	0
Muito bom	1
Não usei o produto ainda, mas pareceu um pouco frágil.	2
O tapete não é tao peludo quanto a foto... ele é bem fino e os pelos bem baixos.	2
Recebi bem antes do prazo. .	1
Não gostei de receber item por item, já que se trata do mesmo produto. Preciso de 4, comprei 4 e vou receber separadamente, péssimo!	0
Chegou no prazo correto o produto esperado.	1
Foi absurdo o que aconteceu,estava constando 5 peças em estoque .	0
25/01/2018 00:00	1
Mandam email informando problemas na entrega e solicitando cancelar ou não o pedido	0
O piano veio com o botão de volume quebrado e desde o dia 27/01 estou tentando trocar o piano e não consigo, nunca mais compro no stark e nem dessa targaryen	0
produto como descrito, satisfeitíssima com a compra.	1
Compra rápida!Produto conforme anunciado e entrega antes do prazo!	1
O produto veio sem nenhuma proteção, um plástico bolha, um papelão. Veio sem nada e a encomenda veio do Sul do país. Como chegaria ao Rio de Janeiro intacto?????? Impossível. Estou muito desapontada.	0
Produto muito bom e a entrega foi super rápida uma semana antes do prazo recomendo o vendedor.	1
Chegou antes do prazo. É lindo. Um ótimo presente.	1
Estou satisfeita	1
veio uma amostra e não o tubo de base	0
sem palavra pra descrever	0
Entrega no prazo , bom produto .	1
Ótimo produto, Recomendo.	1
Nao recebi o produto	0
Ja passou o prazo e não recebi o produto.	0
atendeu expectativa	1
Meu problema foi com os correios. O carteiro esqueceu ou não conseguiu entregar no dia e lançou como entregue, porém entregou efetivamente só no dia seguinte. lannister e loja parceira tudo top.	1
Até o momento, não me dizem nada. Isso é péssimo p a americana. Trata o cliente pessimamente mal.	0
O produto é realmente sensacional. Aprovada a compra! Minha filha amou!!!	1
Material top	1
A empresa precisa fazer um estudo dos correios para onde vão a mercadoria, ainda não recebi o produto pois o mesmo está preso desdo dia 22/11 em um correio de reputação ruim.	0
Uma loja que só pensa em pegar o dinheiro do cliente, mas não entrega mercadoria.	0
Foi entregue bem antes do prazo,mas não foi o que eu esperava.	0
Entrega rápida e produto perfeito	1
Comprei dois e recebi apenas um.	0
Adorei!	1
Produto não foi entregue	0
Chegou antes do prazo previsto, o produto é bonito.	1
Não gostei por que me mandaram a cor errada	0
Não usei ainda mais super adorei entregou muito rapido	1
Prazo de entrega amplo demais. Mas comprei sabendo disso. Produto entregue no tempo certo.	1
Toalhas super finas.	0
Não costumo fazer compras pelo site, já fiz compras pelas lojas lannister por ser uma loja idônea, deu super certo e eu fico feliz com isso.	1
Eficiente transferência e muita informação perfeita gostei muito e vou voltar a comprar em breve muito obrigado.	1
Ótimo produto pode compra que é seguro	1
entrega super rápida!	1
comprei 2 pulseiras mas chego apenas uma esto aguardando a outro diferença grande entre as entregas pensei que seria entrega as 2 juntas.	1
Comprei 04 unidades de Omega 3 1200mg e mim mandaro 03 unidades de Amora Miura 500mg!!!!!!!!	0
Já tinha um dele modelo de plástico....e borracha...agora neste material. É um ótimo relógio.... ótimas funções. Recomendo.	1
Adorei, chegou bem antes do prazo.	1
indico a loja	1
Fixação excelente para qualquer tipo de cabelo!!!	1
Compro muito na lannister, poderiam me dá uns descontos	1
produto entregue dentro do prazo	1
Produto dentro das espectativas	1
Produto chegou bem rápido, porém, quando conecta na tomada ele acende a luz, porém quando conecta alguma coisa no adaptador a luz enfraquece e o aparelho não funciona.	0
Bom, comprei de presente para meu pai que está acostumado a usar relógio Orient automático, não gostou, pedi a devolução do produto	2
FÁCIL USO	1
Chegou sujo e com a tinta grudenta. A fita de led já veio descolando e a fonte é enorme, impossibilitando a instalação na parede. Não tem suporte para pendurar em parede, nem apoiar em mesa. Péssimo!!	0
Tudo ocorreu bem, produto entregue no prazo recomendo.	1
tudo de bom obrigado	1
Bem organizado... Recomento...	2
Produto entregue no prazo. Atendeu minhas expectativas.	1
Péssimo, sem qualidade, material vagabundo, horrível, não vale nem 10 reais, totalmente pirata	0
entrega antes do prazo estipulado, pena que tem uma travinha para a alça da mochila ficar levantada.	1
Os quadros são lindos!	1
O produto é bom. O detalhe vazado nas bordas é frágil, mas tendo cuidado, dá pra usar.	1
Gostei do produto, recomendo.estou satisfeita com.o produto.	1
Jabpassou do prazo da entrega do produto é até hoje n recebi	0
ÓTIMA COMPRA	1
satisfeita e recomendo	1
Recomendo! /Qualidade e entrega dentro do prazo..	1
recomendo	1
Boa qualidade	1
Rapido e pratico	1
Muito bom muito antes do prazo eu recebi a mercadoria.	1
O produto chegou até antes do prazo dado. Muito bom!	1
A vendedora targaryen poderia utilizar outras empresas para a logistica, talvez uma transoortadora particular. Infelizmente os correios não é um distribuidor confiável.	1
Ótimo 👍	1
ENTEGA MUITO RÁPIDO....GOSTEI MUITO	1
Comprei um bebedouro dia 08/04 e me deram um prazo de até o dia 30/04 para me entregar, hj já são 02/05 e não me entregaram não comprem nada vendido e entregue pela targaryen mando emails e não respondem	0
Nao recomendo comprei uma cortina é veio só as varetas de colocar as cortinas	0
o produto possui péssima qualidade. igual um tambor de 5 reais vendido em lojas do Centro. ja a loja eh Boa e entregou antes do prazo	0
Gostei chegou rapidinho	1
Recebido	1
Informado que o produto chegaria até dia 19/04, sendo que foi comprado no início de abril. Já é dia 23/04 e nada do meu produto chegar...	0
Ótima entrega não demorou nada!	1
Eficientes	1
Novo, lacrado, otimo atendimento, recomendo	1
gostei	1
Chegou antes do prazo e ainda não pude utilizar todos os cabos, mas já usei o da bmw e funcionou certinho	1
Tudo conforme combinado	1
Antes do esperado, bem embalado, amei... com certeza farei outras compras	1
Muito, obg.	1
"Não recebi o produto, o site lannister informa que o produto foi entregue, jé encaminhei um email e não recebi resposta. Meu pedido constitui em dois ""Funko pops"" e só recebi um."	0
Produto entregue prazo	1
Recomendo	1
Tudo ocorreu bem e era o que eu queria	1
Excelente produto, chegou antes do prazo	1
1) veio faltando uma das borrachinhas que ficam embaixo da base.	1
Produto exatamente como o descrito. Entrega um pouco antes do prazo informado no site. Recomendo!	1
Capa muito bem feita, com fecho frontal em velcro não tendo a necessidade de tirar a cada uso da máquina. Minha lavadora Samsung, e não lava e seca, 10,1 a capa ficou super adequada.	1
Infelizmente, o produto não chegou até o momento.	0
Fiquei impressionado com o prazo de entrega, com menos de oito dias para o prazo limite recebi o produto. Parabéns a logística, trabalho de excelente qualidade.	1
Ate o momento minhas compras sempre chegaram, mas até o momento ela está em Belém e não chegou	1
Produto entregue corretamente , até antes do prazo estipulado.	1
Achei o frete muito caro, mas a entrega foi eficiente	1
Recebi o produto com problemas na pintura esmalte do tacho. Comuniquei o fornecedor 11 2694-7230, que relatou que vai enviar outro tacho.	2
Tudo certo conforme combinado, produto bom recomendo a todos houve uma demora na entrega por motivo dos correios em greve..	1
Foi como eu esperava.	1
Otimo	1
cadeira boa!	1
Meu endereço é muito fácil. Tudo que compro pela net me é entregue. A targaryen alega que o endereço é errado. Estou muito decpicionada. Quero meu produto. Falta de respeito com o cliente.	0
Chegou mais rápido que o previsto!	1
muito satisfeita.	1
otimo	1
Para minha cama box conjugado o tamanho foi perfeito e o produto de muita qualidade.	1
ok	2
nunca comprei produtos pela internet essa foi a primeira vez e vou recomendar para os amigos e familiares muito grato	1
N veio produto Beats phill. Mandaram na cor diferente q pedi e o produto veio com defeito. N liga msm depois de carregar.	0
Comprei o jogo superking e veio o jogo padrão normal (pequeno)!	0
Produto entregue bem antes do prazo aqui no RJ. Embalagem e tudo OK. Nos veremos em uma nova oportunidade de compra.	1
poderia fechar mais rapido	1
Só foi entregue apenas um produto, a nota fiscal veio constando apenas um produto, mas a compra foi de dois produtos.	2
Comprometimento com a data de entrega.	1
Ainda não recebi o produto foi comprado desde fevereiro, o que houve com a entrega? Vai chegar ainda?	0
Pode ter ocorrido falha no sistema mas, até a presente data, meu produto não foi entregue	0
entrega feita no prazo	1
1 parceiro que vende no site que cumpriu o prazo pois ja tive problemas com outros e tive que reclamar pra ter meu dinheiro de volta.	1
Tudo correto	1
Apesar de estar listado como disponível em estoque, o produto não estava disponível.	0
Eu recomendaria	1
Recebi parte do pedido, comprei 6 cartuchos, mas recebi somente 5. Já enviei uma mensagem. Por favor, poderiam verificar onde foi parar o outro cartucho? Obrigada	2
Produto chegou em perfeitas condições, bem antes do prazo.	1
um dos produtos foi entregue em cor diferente do solicitado. O vendedor deveria informar ao cliente a troca antes de enviar o produto.	0
Ótimo !!!	1
A cadeira veio muito arranhada	2
Comprei 2 cartuchos achando que eram do mesmo fornecedor. Por fim paguei 2 fretes desnecessários pois 2 cartuchos foram enviados separadamente em datas diferentes .	2
Super indico! Espremedor potente e lindo!	1
Não entregou no prazo por isso a avaliação ruim. Ainda não recebi o produto	0
ATE MOMENTO NÃO RECEBI O PRODUTO	0
Entrega rápida, exatamente o produto que comprei e com um brinde.	1
Bom produto com um bom preço, mas demorou pra postar a mercadoria nos correios (+10 dias), vencendo assim o prazo de entregra, que era para o dia 21/12. Deve levar mais mais 7 dias pra chegar ainda...	0
Conforme combinado e no prazo estabelecido.	1
Não posso avaliar pois ainda não recebi	0
Compro sempre e recomendo baratheon	1
Ótimo produto, entregue antes do prazo.....	1
lannister.com sempre com bom preço , produtos de qualidade e entrega no prazo!!	1
Gostei muito. Logo vou adquirir o preto tbm.	1
Entregou antes.do prazo previsto, e.não foi o.primeiro produto e com.certeza.não.será.o.último.	1
Show de relógio, modelo muito bonito com preço excelente, entrega antes do prazo, recomendo.	1
Muito bom	1
O produto superou minhas expectativas!	1
Esse parceiro e a lannister.com estão de parabens.	1
Estou muito satisfeita com a compra e entrega nota 10.	1
so veio com uma aranhão em cima mas tudo bem estava necessitando do produto .	1
Entrega rápida, produto de qualidade, tudo lindo como esperado	1
Olha a cola que me mandaram não cola o produto odiei	0
PRODUTO EXATAMENTE COMO ESPERADO E COMO FOI ANUNCIADO.	1
O site que mais gosto de compra. Produtos de qualidade, preço bom e as entregas sempre acorrem antes mesmo da data prevista!	1
Comprei 3 pendentes, 1 veio amassado. Reclamei e até agora não entraram em contato para me informar como vai fazer para me reembolsar.	0
Ocorreu tudo bem em relação ao produto solicitado e prazo de entrega, sendo que a entrega foi muito rápida, só não posso ainda qualificar o produto (jogo de chaves estrela EHC), pois não foi usado.	1
SEM QUEIXAS	1
Bom produto, porém, no site achei que fosse bem maior, mas está bom. Recomendo...	2
Roupa de cama de muito boa qualidade. Deixa o quarto lindo.	1
Só satisfação...	1
Realizei o pedido e pagamento de um pendente meia lua amarelo e do kit de 4 arandelas.	0
29/11/2017 21:22	1
Produto bem diferente da foto.poderia ter sido embalado com mais proteção.pois chegou meio riscado!!sem falar na demora da loja parceira para fazer a postagem!	2
.... ...... ..........	1
Amei lindo recomendo sim	1
A compra foi efetuada como cartucho original Canon, que é o que desejava, no entanto veio um cartucho similar	2
entrega antes do prazo estabelecido, satisfeita. Parabéns a lannister. Com.	1
Recebi o pedido em 8 dias.	0
FAVOR VERIFICAR QUE MINHA ENTREGA NAO VEIO CORRETA...	1
A loja lannister e a entrega foi ótimo. Já o produto não é tão bom quanto aparenta. Mas da pra uso.	2
Empresa parceira do baratheon de confiança.	1
Veio a fonte e quatro emissores mas o aparelho transmissor não veio	0
Otima recebi antes da data prevista vendedor de caráter, diferente do shop atacado q não recomendo so tive problemas.	1
entrega antes do prazo.	1
Ótimo produto. Veio bem embalado. Chegou muito rápido. É maior do que eu esperava. Tem um tamanho muito bom. Bem bonita a lixeira.	1
Gostei de comprar nessa empresa tudo ótimo desde a compra até a entrega obgd	1
Recomendo este vendedor !! Pessoa muito séria . Vou voltar a comprar com ele . Entrega antes do prazo .	1
Comprei o produto faz mais de 25 dias e não recebi.	0
Não chega no prazo e ainda não dão informações	0
Consta como entregue mas não recebi.	0
Produto fiel a descrição. Bem embalado para proteção e chegou super rápido.	1
otimo	1
Chegou antes do prazo entregue com satisfação recomendo	1
Produto chegou conforme combinado	1
Gostei do produto, mas veio com a numeração em algarismo Romano errada. O número 4 está escrito como IIII.	0
Bom dia,	0
Produto exelente ...ja estou usando ,chegou antes do prazo	1
Atende ao esperado	1
Por enquanto estou no aguardo da troca do produto	0
Entrega no prazo e linda cortina!	1
Sempre comprei nesta loja. Recomendo com certeza.	1
Falta de compromisso em todos os sentidos, que não pode ocorrer numa venda.	0
Recomendaria se não tivesse pressa para receber o produto no quesito entrega esta perdendo feio para concorrência uma loja desse porte se enrrolar tanto p fazer uma entrega tem q agilizar essa parte.	0
Chegou antes do prazo estipulado !! Recomendo 100%	1
Foi entregue no prazo.	1
Produto de ótima qualidade	1
30/08/2018 08:51	1
Chegou até antes do prazo.... Muito obrigado	1
Satisfeita	1
Gostei do material bonito e forte recomendo	1
Muito bom recomendável está loja.	1
O produto não chegou, entendo como uma falta de respeito com o consumidor.	0
muito grande nao dar pra coçar em ambientes pequeno.	0
Recebi o produto dentro do prazo porém, no anúncio diz que o tapete mede 1,80 e o meu veio só com 1,47.	2
Chego antes do previsto bem embalado e do jeito que eu pedi	1
Foi muito bom comprar nas Lojas lannister. Só falta receber mais um produto.	1
Entregou no prazo.	1
Não cumpriu com o prometido	0
muito bom	1
Produto foi entregue muito rápido.	1
Comprei por volta de 20/02/2018 e até agora (22/03) o produto não foi entregue. E sequer pode ser culpa apenas dos Correios, já que foi postado apenas na semana passada!	0
Lustre bem pequeno , nao era o q eu esperava	2
estou plenamente satisfeita com o produto. Adorei	1
Chegou antes da data isso um dia depois estou amando 😍😍	1
Entrega antes do praso previsto, recomendo muito bom.	1
Produto chegou dentro do prazo e muito bonito, chegou embrulhado para presente, até parece que adivinharam que era para presente mesmo!	1
Ainda não instalei, mas aparentemente está tudo ok.	1
Boa compra e entrega antes do prazo	1
Até o momento não recebi o produto	0
Veio com um pigente estragado	1
muitoboaempresa	1
Pano de prato muito bonito, simples mas de nuito bom gosto. Feito de pano de saco, o melhor que tem.	1
Produto recebido antes do prazo e conforme descrição no anúncio.	1
Produto entregue antes do prazo. Bem embalado. Recomendo.	1
ADOREI FICOU MUITO LINDO NA MINHA COZINHA!	1
bom dia.	1
Produto simples e funcional.	2
:(	0
Loja ótima. Produto ainda será testado.	1
Produto chegou em perfeitas condições e antes do prazo estipulado.	1
Estou aguardando ainda o recebimento do produto.	0
Produto entrega no prazo bem embalado ótima qualidade.	1
Se eu soubesse que iria demorar tanto para chegar o produto chmais tinha comprado nesta loja. O produto chegou hoje, e veio quebrado! É lamentável!	0
O cartucho que seria de alto rendimento, na verdade não durou mais que 100 impressões, a maioria em modo rascunho.	0
PRODUTO OTIMO LINDO GOSTEI MUITOOOO	1
Produto dez!	1
OTIMO PRODUTO	1
Sem manual ou embalagem, enrolado apenas em plástico bolha. Mas pelo menos chegou intacto. Veremos nos próximos produtos.	2
Chegou tudo como pedi e antes do prazo marcado.	1
A entrega foi super rápida, produto perfeito,lindo.	1
excelente,chegou no prazo certo	1
Gostaria de saber quando vou receber meu relogio	0
Continuo sendo cliente td correu bem	1
não foi entregue o produto que seria na data de ontem 19/12	0
Senhores boa tarde!	0
Excelente .	1
Como sempre tudo maravilhoso.	1
Gente... é inacreditável a desorganização desse stark...	0
o produto não foi entregue, foi pelo correio e não receberam no local. Não consigo falar na loja para resolver	0
Recebi o material bem antes do prazo informado, mas fiz o pedido para receber a caixa do Pet na cor azul e entregaram na cor rosa.	0
muito obrigado esta tudo certo	1
O produto foi entregue. Porém não veio a nota fiscal. Como faço para ter recebê-la?	2
muito bom, recomendo, já é a segunda vez que compro...	1
O envio ocorreu rapidamente, porém, ainda não recebi o produto. Está parado desde 25|02|2018 nos Correios. E não sei ao certo a localização.	2
Gostei da rapidez.	2
pra quem quer uma cortina black out simples é uma ótima pedida. achei que fosse duas partes mais é apenas uma.	1
Eu paguei o frete e gostaria de ter recebido em casa como todos os produtos que ja comprei.	1
Produto lindo cm na foto recomendo... Chegou bem antes do prazo	1
muito agil a entrega, produto excelente...	1
Está ok	1
Lamento muito, mas eu tinha cancelado um pedido. Errei no computador e fiz o mesmo pedido duas vezes sem querer. Cancelei um, mas não adintou, madaram os dois, é lamentável	0
Não foi entregue a totalidade da nota, comprei dois vasos e só recebi um e na nota constam dois ou foi erro de expedição ou não sei. Já reclamei com voces e até agora não tenho solução. Atenciosamente	0
Entrega bem antes do prazo...produto de qualidade	2
Tudo dentro do previsto. Prazo antecipado.	1
Estou mt satisfeito cm o produto chegou um dia atrasado ms fora esso saiu td cm eu esperava mt obgd e vou comprar novamente e pr qm quer comprar eu surper recomendo.	1
Pontualidade	1
Infelizmente precisarei trocar, pois não serviu.	2
Esta faltando um produto .Estou aguardando.....	0
Muito bom atendimento e dentro do prazo de entrega	1
Produto não entregue no prazo determinado.	0
Sempre compro aqui aqui por que tenho certeza que chegará de acordo com o combinado	1
Muito bom	1
Recebi o produto correto, antes do prazo previsto	1
perfeito material bom otimaa qualidade ja estamos usando o suporte	1
Ótimo produto...	1
O produto foi entregue no tamanho errado!	2
Gostei tanto que estou indicando pra amigas	1
Uma pena que o produto nao funcionou !!!	1
uma loja muito seria o que vende,cumpre com prazo direitinho	1
O produto foi entregue no prazo, chegou sem nenhum defeito, porém o celular não carrega quando está com a capa.	1
gira facilmente!	1
entrega rapida e dentro do prazo	1
Adorei parabéns a vocês,estou muito satisfeita com produto.ok	1
Gostei da agilidade na entrega.	1
recomendo tanto a loja como o produto.gostei	1
Excelente	1
Recebi o produto de péssima qualidade😭😭	0
Não recebi os produtos completo ainda veio faltando o um rolo de fio.	2
Satisfeito	1
Gostei muito da rapidez na entrega	1
Ótimo produto e pontualidade	1
Produto de acordo com o anunciado, entrega rápida, negociação confiável, sem dúvidas recomendo.	1
Entrega rápida! Produto com ótimo custo benefício!	1
Meu produto ainda não foi entregue, comprei à um mês e ainda nada.	0
Muito bom!	1
As tesouras são de péssima qualidade, de alumínio batido, se forçar ela entorta de tão frágil, mal corta e ainda tive que arrumar pois estava torta.	0
Bom produto, porem frágil, recomendo ter bastante cuidado na montagem e desmontagem.	1
Satisfeito	1
Sem comentários.	0
Quero saber porque tanto atraso na minha encomenda, porque deram previsão de entrega para o dia 23/4 até hoje nada	0
Super recomendo	1
Recebi, tudo ótimo.	1
A entrega foi no prazo, porem a caixa onde veio a mochila estava rasgada e as fitas descoladas, por sorte não danificou a mochila.	2
Chegou até mesmo antes do prazo.	1
Não recebi o produto ainda.	0
Kd o rôdo?	0
Chegou antes do previsto	1
Tapete muito lindo, qualidade excelente, anti-derrapante muito bom, cantoneiras boas(nao fica levantando o canto pra tropeçar), facil de limpar. Eu amei, valeu cada centavo! enfim: Recomendo!!	1
Produto bom, entrega rápida.	1
Comprei faz meses esse relógio e até a presente data não recebi e me sinto lesado e prejudicado pois comprei com antecedência para dar de presente e não chegou até agora!	0
Capa veio com uma rachadura	0
Produto ótimo, entrega muito rápida, antes do prazo , na CAIXA!	1
produto não chegou não tive nenhuma resposta do vendedor ate hj a nota foi faturada no dia 4/11/2016 com previsao de chegada para dia 28/11/2016 ate agora nem produto e nem posiçao do venddedor	0
O produto e show amei	1
Balança muito bonita, prática e confiável na sua informação do peso.	1
Recebi a cortina, está como pedi, mas ainda não instalei.	1
O tipo do produto mudou, porém a loja entrou em contato comigo, me explicou o ocorrido, foram super atenciosos e educados. Além do mais eu recebi dois brindes de suplemento.	1
Comprei dois jogos de susplat, mas veio apenas um. Qualidade do tecido horrível. Quero exercer direito de arrependimento.	0
Vieram faltando produtos e até agora ninguém respondeu meus e-mails.	0
Entregue antes do prazo, super recomendo!	1
Ótimo produto bem embalado, entrega na data prevista.Eu recomendo.	1
Não recebi	0
Chegou antes do prazo... Produto excelente.	1
Produto muito bom!	1
Tapete macio e bonito, é igual ao da foto, recomendo.	1
Linda garrafa, material de qualidade... Entrega antes do prazo e sem defeitos.	1
Peças metálicas e alguns parafuso com ferrugem.	0
A EMPRESA ENTREGOU OUTRO PRODUTO NADA A VER COM MEU PEDIDO EM FOTO	0
O lojista enviou o produto rapidamente e bem embalado.	1
Muito bom deveria ter outro tom de rosa mais escuro	1
Achei que iria chegar um produto original e não um fake.Chegou antes do prazo,mas chegou só as tesouras ,a máquina nem chegou junto.Se a tesoura é horrivel,Tô imaginando a máquina.	0
Parabéns, saiu tudo como eu imaginei, o produto é ótimo e a entrega foi antes do combinado, parabéns outra vez. Boas festas a todos.	1
Estava dentro do prazo, mas acho que poderia ter entregue antes.	2
O anúncio diz que o produto tem 6cm de altura, e as cerdas tem 4cm. Mas não é verdade. O que recebi tem menos de 4cm de altura.	0
O pedido foi realizado dia 18/04. O prazo de entrega era dia 10/05 e até hoje, dia 14/05 o produto não chegou.	0
Excelente produto muito lindo entrega rapida	1
satisfeita	1
Boa noite os produtos são de ótima qualidade sem falar da pontualidade obrigado equipe das lojas lannister e as empresas responsáveis.	1
Sempre comprei nas lannister é essa foi a primeira vez q comprei e não recebi a mercadoria	0
Bom produto, entrega no prazo.	1
Produto perfeito e entrega muuuuito rápida.	1
Entrega muito rapida, muito antes do prazo	1
produto entregue dentro do prazo tudo ok.	1
Continue sempre assim	1
Não tinha mais a cor que eu tinha comprado e a moça entrou em contato comigo para perguntar se poderia enviar de outra cor. Muito atenciosa. Recomendo.	1
Eu solicitei o cancelamento da compra e não obtive retorno , o produto chegou não e o q eu gostaria , foi uma compra frustrada para mim	0
ótimo produto	1
não rompi o lacre do produto para conferir detalhadamente	0
´´otima	1
se abaixar o frete comprarei mais.	1
😆😆😆😆😆😆	1
CORREIO TA UMA DROGA	1
Foi facil fazer a compra e muito bom a entrega.	1
nao recebi o produto nem mandaro nem uma ligaçao	0
Sou cliente da loja e sempre satisfeita com o atendimento e qualidade do servico	1
nao recebido	0
recebi o produto tudo certinho acima do esperado e bem antes do prazo, top, top, recomendo	1
Tapete muito bom... e da pra personalizar o tamanho cortando	1
Muito bom foi entregue muito antes do prazo de entrega. Eu comprei no dia 22/10/17 e chegou no dia 03/11/17 mais tinha um prazo de 27 dias úteis. Obrigado pela rapidez	1
Muy buena	1
Estou satisfeita com o produto	1
Na descrição do produto indicava que era para Corolla até 2018, porém o tapete apenas protege parte do assoalho do carro, pois o mesmo tem medidas reduzidas.	2
O prazo era até dia 23/03 e até o momento não recebi. Quero saber o que está acontecendo.	0
Os garfos e facas adquiridos demoraram muito para chegarem e vieram sem a NF, jogados numa caixa deformada e os utensílios todos de baixa qualidade, vieram amassados e com as pontas dos garfos tortas.	0
Ainda vou esperar meu bebê nascer para usar, mas o produto aparenta ter uma boa qualidade	1
Correu tudo normalmente. Mercadoria chegou no prazo, bem embalada. Sem nenhum oribjems	2
Entrega o que promete	1
O termômetro veio com a pilha vazando e não ligou.	0
Bom	1
Veio todos os produtos no prazo certo mais veio uma peça Errada...	2
Ainda não testei	1
gostei	1
Produto excelente para conservação do console, contra poeira e tempo 👍🏽	1
Maravilhoso	1
Além de não ter sido frente grátis, teve um prazo muito longo de entreg, quase um mês	0
recebi o produto em 10 dias e o produto está funcioando	1
Na verdade estou esperando resolver o meu caso, mais acredito muito nesta empresa	2
produto entregue no prazo e tem boa qualidade	1
O produto chegou rápido e da forma solicitada.	1
Tudo perfeito e como prometido!	1
muitro bom o produto chegou dentro do prazo.	1
ainda não recebi , ja fiz varias reclamações e o stark não resolve meu problema	0
recomendo aos compradores pois chegou antes do prazo previsto e tudo em ordem.	1
O produto chegou errado, estou aguardando retorno.	0
Mto satisfeito com os serviços obrigado	1
Falta um dos produtos: lençol 4 peças branco. Foi entregue somente o jogo bege ponto palito.	2
Não sei porque as lojas insistem em mandar os produtos pelo correio! Todos atrasam.	0
não recomendo por que ate agora minha encomenda não chegou	0
gostei da compra, uniu a mercadoria com o valor	1
Produto entregue antes do prazo e em perfeito estado .	1
SEMPRE GOSTEI DAS LOJAS AMERICAS	1
tudo certo, só demoraram na postagem	2
Depois dessa compra meu cartão foi clonado. Estou muito chateada!	0
Produto de ótima qualidade, conforme anunciado.	1
nao compensa nao imprimi nem 30 folhas com o cartucho preto..... nao compensa	0
Recomendo a loja e o produto entregue	1
Minha avaliação é zero. Estamos desde o Natal aguardando q o nosso alto investimento feito com muito esforço traga a devida alegria a uma criança altamente merecedora.	0
super recomendo produto correto	1
O pedido esta como se fosse entregue mais nao recebi nada	0
Utilizei no capacete e eliminou o cheiro de suor.	1
Bom dia , as toalhas são de ma qualidade super finas , parece ate mais pano de chão.	0
O produto chegou porém não funcionou.	0
loja muito responsavel,entrega muito rapido antes da data marcada..	1
Chegou bem antes do prazo... Recomendo com certeza.	1
A embalagem do produto é um pouco diferente mas faz parte da mesma marca e o valor nutricional é o mesmo, no começo fiquei na dúvida por causa disso, mas não tem problema gostei também. Site ótimo.	1
Gostei.	1
Qualidade do produto um pouco baixa!	2
Produto recebido divergente ao comprado, gerando frustração e perda de oferta de outras opções analisadas.	0
otima loja	1
Amei o produto, chegou antes do prazo, veio até brinde e tudo com muito capricho	1
Não recebi o produto em casa. Sendo que tem gente a todo momento em casa para receber. Por favor informe o nome da pessoa que recebeu...já perguntei a todos aqui e ninguém recebeu o produto.	0
Muito bom mesmo!!!	1
Correspondeu todas as expectativas!	1
É uma falta de responsabilidade por parte da firma,por conseguinte, das lannister, em propagandear um tempo de entrega que não é cumprido.	0
Chegou antes do prazo. Tudo ok	1
Entregue antes do prazo é produto de acordo com a descrição do anuncio- excelente	1
Muita demora na entrega do produto, vc não consegue rastrear o produto não recomendo a loja.	1
Muito bom recomendo	1
O vendedor não entregou o produto e também não informou o porquê.	0
O produto foi entregue bem antes do prazo.	1
Excelente, gostei.	1
Estou esperando o produto até semana que vem, se não chegar vou procurar meus direitos! Espero a solução	0
A entrega e o atendimento foi otimo super recomendo	1
muito bom	1
Muito bom o tapete. Exatamente o que eu esperava. Entrega demorou um pouco.mas tava dentro do prazo. Recomendo.	1
produto bom	2
Veio bem embalado e ótima condições,Ainda não usei.	1
Ainda não utilizei o produto, mas a entrega foi rápida.	1
Os produtos da loja targaryen são de ótima qualidade e chega até antecipado de seu prazo previsto para entrega, porém, acredito que por falta de atenção o modelo do meu relógio chegou errado.	2
Recebi o produto 3 dias após ter efetuado a compra. O toalha de mesa é bonita e a qualidade pelo preço que está é excelente..	1
otimo	1
Não estou satisfeita, pois ainda não recebi o produto.	0
Eu encomendei 2 mosquiteiros de solteiro Elegance e 1 queen. Chegaram 3 mosqueteiros de solteiro e nenhum queen. As 3 notas fiscais que vieram descrevem outros produtos, não os encomendados.	0
Perfeito. Adorei.	1
O produto foi entregue antes do prazo . Obrigada por acatar nosso apelo. Nota 10.	1
A configuração estava 3.4 ghz e me entregaram 3.1 driver antigos 2015, processador segunda geração antigo e ultrapassado, lento e não suporta o windows 10.	0
Eu recomendo	1
Gosto muito dessa loja.Compro com frequência.	1
Super reconendo	1
Os produtos cheragam porém não eram exatamente os que estavam na fotos mais da pra usar	1
solicitei a devolução mesmo assim me mandarão e mandarão errado	2
Quero trocar a cadeira, pois veio de outro modelo que o escolhido.	0
Entrega antes do prazo.	1
Maravilha	1
O produto chegou em perfeitas condições, o site lannister.com provou mais uma vez ser confiável. Contudo, houve atraso de 3 dias na entrega (considerando o prazo fornecido pelo próprio site).	2
Estou satisfeito com o processo de compra mas não com o produto. O fone de ouvido é de má qualidade e o produto tem um manual de instruções muito ruim.	0
Entrega antes do prazo. Tudo certinho. Único problema foi informação errada, dizendo que o produto não poderia ser entregue ao endereço, mas em seguida enviaram.	2
Tudo certo! Chegou bem antes do prazo e muito bem embalado! Recomendo	1
Estou aguardando receber	0
Comprei 03 mini transformadores, há vários dias, já passou o prazo de entrega e ainda não recebi os produtos que comprei. Absurdo! Estou precisando muito dos produtos e ainda não os recebi.	0
Não recebi o produto	0
Gostei e recomendo!	1
